iter	Logloss
335	0.1832685347
336	0.1832086531
337	0.1831043457
338	0.1830406679
339	0.1829803546
340	0.1829110658
341	0.1828482439
342	0.1827859172
343	0.1827279435
344	0.1826082531
345	0.1825480499
346	0.1824868431
347	0.1824172934
348	0.1823010354
349	0.1822404418
350	0.182177422
351	0.1821162544
352	0.1820349183
353	0.1819787668
354	0.181920166
355	0.1818643705
356	0.1817750785
357	0.1816155281
358	0.181559598
359	0.1815004453
360	0.1814428479
361	0.1813189082
362	0.1812619635
363	0.1812072347
364	0.1811489775
365	0.1810937651
366	0.1810370903
367	0.1809697131
368	0.1809160154
369	0.1808588253
370	0.1807659064
371	0.1807093654
372	0.1805897993
373	0.1805038523
374	0.1804449681
375	0.1803355382
376	0.1801258328
377	0.1800056513
378	0.1799490232
379	0.1798938802
380	0.1798352781
381	0.1797793237
382	0.1797267069
383	0.1796682077
384	0.1796139405
385	0.1795596341
386	0.1795019447
387	0.1794480845
388	0.1793747553
389	0.1793204623
390	0.1792574106
391	0.1792003377
392	0.179146421
393	0.1790298081
394	0.1789772808
395	0.1789245269
396	0.1788689515
397	0.1788131653
398	0.1786814323
399	0.1786310421
400	0.1785766001
401	0.1784325039
402	0.1783786825
403	0.1783049335
404	0.1782513247
405	0.1781999859
406	0.1781464602
407	0.1780935242
408	0.1780405036
409	0.177987767
410	0.1779218217
411	0.1778694739
412	0.1778161901
413	0.1777639046
414	0.1777113624
415	0.1776589384
416	0.1776078127
417	0.1775493093
418	0.1774964539
419	0.1774321198
420	0.1773801431
421	0.1772987044
422	0.1771906506
423	0.1771399202
424	0.1770884267
425	0.17699427
426	0.1769438499
427	0.1768921451
428	0.1768395611
429	0.1767840296
430	0.1767332085
431	0.1766246903
432	0.1765156742
433	0.1764607681
434	0.1764103173
435	0.1763596903
436	0.1763092324
437	0.1762582485
438	0.1761890464
439	0.1761383959
440	0.1760885208
441	0.175971772
442	0.1759128924
443	0.1758400605
444	0.1757443686
445	0.17569392
446	0.1756438356
447	0.1755933715
448	0.1755430029
449	0.175497458
450	0.1754478542
451	0.175399327
452	0.1753500011
453	0.1753014025
454	0.1752505127
455	0.1752036217
456	0.1751431723
457	0.1750322797
458	0.1749743541
459	0.1748786191
460	0.1748296243
461	0.1747818065
462	0.1747335615
463	0.17468591
464	0.1746374805
465	0.1745899634
466	0.1745420778
467	0.1744948066
468	0.1744464854
469	0.1743993611
470	0.1743514225
471	0.1743036817
472	0.1742578787
473	0.1741684526
474	0.1741010107
475	0.1740543012
476	0.1739789492
477	0.1739318366
478	0.1738662463
479	0.1737636876
480	0.1737156983
481	0.173670277
482	0.1735716601
483	0.1734874737
484	0.1734421331
485	0.1733964747
486	0.1733504584
487	0.1733049598
488	0.1732590915
489	0.1731707502
490	0.1731245778
491	0.1730787394
492	0.1730327047
493	0.1729873872
494	0.1729418263
495	0.1728878308
496	0.1728424054
497	0.1727749869
498	0.1727296341
499	0.1726696556
500	0.1725780361
501	0.1725335809
502	0.1724872158
503	0.1723921573
504	0.1722176029
505	0.1721657299
506	0.1721208406
507	0.1720760646
508	0.1720303605
509	0.1719891315
510	0.1719093694
511	0.1718158388
512	0.1717720239
513	0.1717277368
514	0.1716795916
515	0.1716368534
516	0.1715936337
517	0.1715497852
518	0.1715069389
519	0.1714632199
520	0.1714199605
521	0.1713763616
522	0.1713254152
523	0.1712609127
524	0.1712168222
525	0.1711591213
526	0.17111472
527	0.1710717651
528	0.1710292346
529	0.1709849312
530	0.1709418648
531	0.1708900729
532	0.1708240622
533	0.1707235868
534	0.1706817311
535	0.1706384693
536	0.1705997854
537	0.1705582673
538	0.1705168338
539	0.1704756374
540	0.1703904145
541	0.1703491529
542	0.1703071299
543	0.1702659501
544	0.17016019
545	0.1701150173
546	0.1700511203
547	0.1700094138
548	0.1699657753
549	0.169910687
550	0.1698702288
551	0.1698275904
552	0.169786477
553	0.169701406
554	0.1696389478
555	0.1695942669
556	0.169554132
557	0.1693848051
558	0.16930129
559	0.1692622316
560	0.1692209876
561	0.1691809908
562	0.1691311825
563	0.1690360983
564	0.1689816853
565	0.1689416015
566	0.1689015829
567	0.168804778
568	0.1687648342
569	0.1687257749
570	0.1686861912
571	0.1686462861
572	0.1686069634
573	0.1685672002
574	0.168480361
575	0.1684437406
576	0.1684039308
577	0.1683644554
578	0.1683245082
579	0.1682452815
580	0.1682044814
581	0.1681563916
582	0.1681164845
583	0.1680779782
584	0.167993952
585	0.1679547528
586	0.1678748137
587	0.1678132646
588	0.1676470267
589	0.167564419
590	0.1674958745
591	0.1674484818
592	0.1674082468
593	0.1673711719
594	0.1672971251
595	0.1672225544
596	0.167103532
597	0.1670314628
598	0.1669554324
599	0.1669167752
600	0.1668813551
601	0.1668425346
602	0.1666765306
603	0.1666265608
604	0.1665874738
605	0.1665500863
606	0.1665112141
607	0.1664730802
608	0.1663636777
609	0.1663276585
610	0.166288867
611	0.1662539899
612	0.1662151346
613	0.1661761728
614	0.1661404594
615	0.1660770081
616	0.1660418415
617	0.1660038599
618	0.1659667805
619	0.1659284138
620	0.1658936304
621	0.1658454933
622	0.1658117555
623	0.1657363463
624	0.1657039728
625	0.1656468989
626	0.1656115167
627	0.1655238799
628	0.1654877266
629	0.1654420651
630	0.1653829686
631	0.1653473043
632	0.1652955698
633	0.165259433
634	0.1652241463
635	0.1651317413
636	0.165076408
637	0.165041113
638	0.1650057848
639	0.1649698995
640	0.1649347108
641	0.1648993318
642	0.1648635841
643	0.1648273251
644	0.1647813157
645	0.1647454237
646	0.1646639349
647	0.1646280776
648	0.1645939222
649	0.1643960474
650	0.1643590075
651	0.1642842169
652	0.164240543
653	0.1641957229
654	0.1641595457
655	0.1641274325
656	0.1640928536
657	0.1640214318
658	0.1639867572
659	0.1639131646
660	0.1638785699
661	0.1638216254
662	0.1637871407
663	0.1637555182
664	0.163721647
665	0.163687657
666	0.1636527299
667	0.163619992
668	0.1635723621
669	0.16351761
670	0.1634500549
671	0.163416047
672	0.163369458
673	0.1633355445
674	0.1633018511
675	0.1632523426
676	0.1632182352
677	0.1631828635
678	0.1631254997
679	0.1630497076
680	0.1630165813
681	0.1629364395
682	0.1628664989
683	0.1628100804
684	0.1627647291
685	0.1627309321
686	0.1626973614
687	0.162663707
688	0.162630198
689	0.1625838365
690	0.1625155793
691	0.1624109057
692	0.1623613937
693	0.1623292349
694	0.1622879647
695	0.1622554997
696	0.1622232431
697	0.1621802807
698	0.162109868
699	0.1620296819
700	0.1619980081
701	0.1619519299
702	0.1618901624
703	0.1618583878
704	0.1617895572
705	0.1617578481
706	0.1617253607
707	0.1616503573
708	0.1616072572
709	0.1615742837
710	0.1615422352
711	0.1615104728
712	0.1614781197
713	0.1614318828
714	0.1613772079
715	0.1613436544
716	0.1612943064
717	0.161261948
718	0.1612300496
719	0.1611969866
720	0.1611437937
721	0.1611112298
722	0.1610804416
723	0.1610484157
724	0.1609695072
725	0.1609120087
726	0.1608807615
727	0.1608158314
728	0.1607469476
729	0.1607025829
730	0.1606708802
731	0.1606230178
732	0.1605917505
733	0.1605628655
734	0.1604647739
735	0.1604334671
736	0.1603937261
737	0.160354788
738	0.1603239899
739	0.1602557727
740	0.1602142559
741	0.1600944178
742	0.1600204934
743	0.1599707659
744	0.1599392603
745	0.1599110078
746	0.1598796899
747	0.1598385523
748	0.1597893854
749	0.1597505128
750	0.1597185507
751	0.1596269177
752	0.1595983192
753	0.1595250907
754	0.159494421
755	0.1594665397
756	0.159435995
757	0.1593821956
758	0.1593504041
759	0.1593207018
760	0.1592949379
761	0.1592638849
762	0.1592013536
763	0.1591407858
764	0.1591114005
765	0.1590862351
766	0.1590403866
767	0.158980442
768	0.1589499165
769	0.1589109882
770	0.158847933
771	0.1587435574
772	0.1587190542
773	0.1586791657
774	0.1586141895
775	0.1585511157
776	0.1585195483
777	0.1584892546
778	0.1584627946
779	0.1583984506
780	0.1583461082
781	0.1583219263
782	0.1582731662
783	0.1582318517
784	0.1581872499
785	0.1581572055
786	0.158130146
787	0.1581029306
788	0.1580448311
789	0.1580181662
790	0.1579891979
791	0.1579302219
792	0.157900367
793	0.1578622281
794	0.1578326552
795	0.1577608058
796	0.1577370015
797	0.1576763706
798	0.1576376012
799	0.157545966
800	0.1575199963
801	0.1574934995
802	0.1574619672
803	0.1574384721
804	0.1573809835
805	0.1572800542
806	0.157257508
807	0.1572311004
808	0.1571751336
809	0.1571494216
810	0.1571256302
811	0.1570596462
812	0.1570338812
813	0.1570101865
814	0.1569870038
815	0.1569579831
816	0.1569219069
817	0.1568953032
818	0.1568722202
819	0.156848434
820	0.1568041592
821	0.1567758707
822	0.156751976
823	0.156722786
824	0.1566932587
825	0.1566632482
826	0.1566397844
827	0.1566097647
828	0.1565868582
829	0.1565602998
830	0.1565207479
831	0.1564970401
832	0.156473824
833	0.1564469545
834	0.1564237715
835	0.1563794998
836	0.156346518
837	0.1563233459
838	0.1562971891
839	0.1562734312
840	0.1562500577
841	0.1562238576
842	0.1561998318
843	0.1561765318
844	0.1561494135
845	0.1560828593
846	0.1560584974
847	0.1560351683
848	0.1560108616
849	0.1559801584
850	0.1559565673
851	0.1559301469
852	0.1558789323
853	0.1558426294
854	0.1558191711
855	0.15579564
856	0.1557664474
857	0.1557420831
858	0.1557186247
859	0.1556849815
860	0.155657579
861	0.155634047
862	0.1556105519
863	0.1555863672
864	0.1555599415
865	0.1555362419
866	0.1554804138
867	0.1554445618
868	0.1554202982
869	0.1553112054
870	0.15528731
871	0.1552631579
872	0.1552390278
873	0.1552127477
874	0.1551683329
875	0.155141164
876	0.1551174242
877	0.1550909628
878	0.1550650037
879	0.1550413876
880	0.1550171857
881	0.154990885
882	0.1549679084
883	0.1549446561
884	0.154921241
885	0.1548645903
886	0.1548413391
887	0.1548180253
888	0.1547939511
889	0.1547706851
890	0.1547444848
891	0.1547211092
892	0.1546969632
893	0.1546606989
894	0.1546371388
895	0.1546137276
896	0.1545898293
897	0.1545664413
898	0.1545405197
899	0.1545170654
900	0.1544929445
901	0.1544693643
902	0.1544460343
903	0.1544225
904	0.154393685
905	0.1543581783
906	0.1543343838
907	0.1543108719
908	0.1542874992
909	0.1542614113
910	0.1542382361
911	0.1542147601
912	0.1541912636
913	0.1541678201
914	0.1541410819
915	0.154117545
916	0.1540942737
917	0.1540710546
918	0.1540469613
919	0.1540233941
920	0.1539738893
921	0.1539506064
922	0.1539271216
923	0.1539010293
924	0.1538770935
925	0.1538536051
926	0.1538269609
927	0.1538007398
928	0.1537774814
929	0.1537535812
930	0.1537302234
931	0.1537069253
932	0.1536807257
933	0.1536574357
934	0.1536332843
935	0.1536097423
936	0.1535861529
937	0.1535629868
938	0.153536347
939	0.1535139588
940	0.1534908353
941	0.1534677712
942	0.15344405
943	0.1534217369
944	0.1533959782
945	0.1533697583
946	0.153346891
947	0.1532815924
948	0.1532592776
949	0.1532363813
950	0.1532137029
951	0.1531905449
952	0.1531648356
953	0.1531420961
954	0.1531192379
955	0.1530957522
956	0.1530729164
957	0.15304742
958	0.1530241326
959	0.1530012896
960	0.1529783127
961	0.1529555196
962	0.1529293016
963	0.152906502
964	0.1528834371
965	0.1528605427
966	0.1528372001
967	0.1528113996
968	0.1527886293
969	0.1527440811
970	0.1527213725
971	0.1526952011
972	0.1526724186
973	0.1526497342
974	0.1526264143
975	0.1526036242
976	0.1525407628
977	0.1525172577
978	0.1524944247
979	0.1524714759
980	0.1524485734
981	0.1524252962
982	0.1523996917
983	0.1523766681
984	0.1523491533
985	0.1523235266
986	0.1522999722
987	0.1522772178
988	0.152254334
989	0.152225481
990	0.1522026682
991	0.1521792513
992	0.1521562787
993	0.1521308226
994	0.1520790008
995	0.1520442846
996	0.1520216955
997	0.1519990861
998	0.151975695
999	0.1519501602
